order_item_id,order_id,product_id,quantity,unit_price,subtotal
2308,761,23,5,758.21,3791.05
2309,762,9,4,300.24,1200.96
2310,762,102,1,808.44,808.44
2311,762,13,5,361.71,1808.55
2312,763,12,5,458.87,2294.35
2313,763,48,4,105.95,423.8
2314,763,128,1,342.48,342.48
2315,763,130,2,221.8,443.6
2316,764,98,1,962.9,962.9
2317,764,26,1,971.36,971.36
2318,765,32,2,953.95,1907.9
2319,765,102,1,808.44,808.44
2320,765,91,5,167.6,838.0
2321,765,57,5,385.17,1925.85
2322,766,47,1,250.56,250.56
2323,766,127,4,445.46,1781.84
2324,766,68,5,719.02,3595.1
2325,766,67,4,527.54,2110.16
2326,766,123,2,722.07,1444.14
2327,767,114,3,317.31,951.93
2328,767,34,2,985.46,1970.92
2329,767,54,2,999.28,1998.56
2330,768,37,2,134.49,268.98
2331,768,131,1,471.26,471.26
2332,769,75,3,671.17,2013.51
2333,770,89,5,418.16,2090.8
2334,770,145,2,999.9,1999.8
2335,771,46,3,140.98,422.94
2336,771,104,1,320.77,320.77
2337,772,47,5,250.56,1252.8
2338,772,87,2,782.31,1564.62
2339,772,96,1,645.06,645.06
2340,772,100,2,124.48,248.96
2341,773,63,1,512.74,512.74
2342,773,30,5,186.86,934.3
2343,773,15,3,467.63,1402.89
2344,773,102,4,808.44,3233.76
2345,774,27,2,885.93,1771.86
2346,774,2,4,565.62,2262.48
2347,774,81,2,979.99,1959.98
2348,775,79,1,493.64,493.64
2349,775,144,3,836.55,2509.65
2350,775,39,1,219.67,219.67
2351,775,19,2,658.87,1317.74
2352,775,99,2,440.21,880.42
2353,776,15,5,467.63,2338.15
2354,776,74,4,984.0,3936.0
2355,776,59,5,721.21,3606.05
2356,776,122,3,324.11,972.33
2357,777,17,3,823.57,2470.71
2358,777,71,4,221.01,884.04
2359,777,12,3,458.87,1376.61
2360,777,82,3,708.6,2125.8
2361,778,19,2,658.87,1317.74
2362,778,18,3,75.52,226.56
2363,778,23,4,758.21,3032.84
2364,778,69,1,674.96,674.96
2365,778,20,5,148.22,741.1
2366,779,85,4,136.16,544.64
2367,779,70,1,463.69,463.69
2368,779,146,1,957.7,957.7
2369,780,97,5,939.83,4699.15
2370,780,55,5,756.02,3780.1
2371,780,83,4,945.59,3782.36
2372,780,141,4,646.31,2585.24
2373,780,92,2,48.33,96.66
2374,781,123,1,722.07,722.07
2375,782,5,3,163.91,491.73
2376,782,44,4,76.72,306.88
2377,783,4,1,807.75,807.75
2378,783,128,1,342.48,342.48
2379,784,23,2,758.21,1516.42
2380,784,79,1,493.64,493.64
2381,785,147,2,254.8,509.6
2382,785,111,5,795.79,3978.95
2383,786,119,5,430.88,2154.4
2384,786,146,4,957.7,3830.8
2385,786,104,1,320.77,320.77
2386,786,145,5,999.9,4999.5
2387,787,56,1,486.53,486.53
2388,787,43,4,228.01,912.04
2389,787,126,4,779.89,3119.56
2390,787,60,1,67.89,67.89
2391,788,48,2,105.95,211.9
2392,788,113,4,102.44,409.76
2393,788,8,4,133.57,534.28
2394,788,87,5,782.31,3911.55
2395,788,136,5,737.28,3686.4
2396,789,122,5,324.11,1620.55
2397,789,108,3,573.4,1720.2
2398,789,61,2,320.46,640.92
2399,789,147,3,254.8,764.4
2400,789,52,1,467.99,467.99
2401,790,24,4,168.37,673.48
2402,790,85,3,136.16,408.48
2403,790,49,1,472.34,472.34
2404,790,132,5,772.09,3860.45
2405,790,86,2,364.22,728.44
2406,791,32,2,953.95,1907.9
2407,791,12,2,458.87,917.74
2408,792,18,3,75.52,226.56
2409,793,90,4,931.5,3726.0
2410,794,70,3,463.69,1391.07
2411,794,145,4,999.9,3999.6
2412,794,73,4,443.79,1775.16
2413,794,2,1,565.62,565.62
2414,795,36,4,491.12,1964.48
2415,796,119,4,430.88,1723.52
2416,796,79,3,493.64,1480.92
2417,796,140,4,907.85,3631.4
2418,796,128,4,342.48,1369.92
2419,796,77,5,557.68,2788.4
2420,797,116,3,420.29,1260.87
2421,797,23,4,758.21,3032.84
2422,797,52,4,467.99,1871.96
2423,797,89,4,418.16,1672.64
2424,798,66,3,49.33,147.99
2425,799,6,4,101.81,407.24
2426,800,91,3,167.6,502.8
2427,800,57,4,385.17,1540.68
2428,801,10,5,200.36,1001.8
2429,801,99,3,440.21,1320.63
2430,802,110,5,329.02,1645.1
2431,802,48,4,105.95,423.8
2432,802,113,1,102.44,102.44
2433,802,29,5,724.86,3624.3
2434,802,92,2,48.33,96.66
2435,803,98,2,962.9,1925.8
2436,803,83,2,945.59,1891.18
2437,803,13,3,361.71,1085.13
2438,803,120,1,561.82,561.82
2439,803,46,3,140.98,422.94
2440,804,29,2,724.86,1449.72
2441,804,136,2,737.28,1474.56
2442,804,119,4,430.88,1723.52
2443,805,110,3,329.02,987.06
2444,805,61,1,320.46,320.46
2445,806,75,5,671.17,3355.85
2446,806,144,5,836.55,4182.75
2447,806,86,5,364.22,1821.1
2448,807,90,3,931.5,2794.5
2449,807,106,4,302.69,1210.76
2450,807,64,3,77.27,231.81
2451,807,85,3,136.16,408.48
2452,808,57,3,385.17,1155.51
2453,808,66,1,49.33,49.33
2454,808,79,5,493.64,2468.2
2455,809,102,5,808.44,4042.2
2456,810,63,5,512.74,2563.7
2457,810,63,3,512.74,1538.22
2458,810,71,5,221.01,1105.05
2459,810,116,3,420.29,1260.87
2460,810,58,5,428.77,2143.85
2461,811,105,3,316.18,948.54
2462,811,5,5,163.91,819.55
2463,811,144,2,836.55,1673.1
2464,812,58,1,428.77,428.77
2465,812,85,5,136.16,680.8
2466,813,33,5,330.9,1654.5
2467,813,123,2,722.07,1444.14
2468,813,148,5,246.15,1230.75
2469,813,134,5,943.3,4716.5
2470,814,26,2,971.36,1942.72
2471,814,41,1,522.39,522.39
2472,814,3,5,228.23,1141.15
2473,815,34,1,985.46,985.46
2474,815,45,1,245.61,245.61
2475,815,123,1,722.07,722.07
2476,815,123,3,722.07,2166.21
2477,816,133,3,881.84,2645.52
2478,816,50,3,408.59,1225.77
2479,816,106,3,302.69,908.07
2480,817,121,5,803.39,4016.95
2481,817,34,2,985.46,1970.92
2482,817,10,2,200.36,400.72
2483,818,11,3,296.48,889.44
2484,819,146,4,957.7,3830.8
2485,819,78,4,720.43,2881.72
2486,819,17,2,823.57,1647.14
2487,820,58,5,428.77,2143.85
2488,820,14,1,638.62,638.62
2489,820,37,3,134.49,403.47
2490,820,28,2,300.56,601.12
2491,820,30,2,186.86,373.72
2492,821,86,4,364.22,1456.88
2493,821,92,5,48.33,241.65
2494,821,101,2,53.93,107.86
2495,821,85,5,136.16,680.8
2496,822,121,1,803.39,803.39
2497,822,143,4,763.61,3054.44
2498,822,21,5,749.53,3747.65
2499,823,56,1,486.53,486.53
2500,823,67,3,527.54,1582.62
2501,823,142,3,267.54,802.62
2502,823,49,3,472.34,1417.02
2503,823,84,4,836.24,3344.96
2504,824,57,1,385.17,385.17
2505,824,19,2,658.87,1317.74
2506,824,139,5,472.71,2363.55
2507,824,95,1,865.7,865.7
2508,825,76,2,879.34,1758.68
2509,825,49,4,472.34,1889.36
2510,826,35,1,248.45,248.45
2511,826,64,2,77.27,154.54
2512,827,118,3,659.49,1978.47
2513,827,47,3,250.56,751.68
2514,827,105,2,316.18,632.36
2515,828,5,3,163.91,491.73
2516,829,116,5,420.29,2101.45
2517,829,107,5,940.95,4704.75
2518,830,139,1,472.71,472.71
2519,830,9,5,300.24,1501.2
2520,830,81,2,979.99,1959.98
2521,830,146,3,957.7,2873.1
2522,831,150,1,375.2,375.2
2523,831,40,1,318.59,318.59
2524,831,125,4,754.25,3017.0
2525,831,74,1,984.0,984.0
2526,832,68,2,719.02,1438.04
2527,832,10,3,200.36,601.08
2528,832,54,3,999.28,2997.84
2529,832,15,2,467.63,935.26
2530,833,138,3,342.76,1028.28
2531,833,13,2,361.71,723.42
2532,834,144,5,836.55,4182.75
2533,834,72,4,78.09,312.36
2534,835,87,2,782.31,1564.62
2535,835,115,3,55.74,167.22
2536,835,41,2,522.39,1044.78
2537,835,52,2,467.99,935.98
2538,836,40,5,318.59,1592.95
2539,836,60,1,67.89,67.89
2540,836,35,1,248.45,248.45
2541,836,35,3,248.45,745.35
2542,836,103,5,436.97,2184.85
2543,837,56,2,486.53,973.06
2544,838,59,1,721.21,721.21
2545,839,51,3,540.91,1622.73
2546,839,105,4,316.18,1264.72
2547,840,18,1,75.52,75.52
2548,840,110,4,329.02,1316.08
2549,840,94,1,33.42,33.42
2550,840,113,4,102.44,409.76
2551,841,123,5,722.07,3610.35
2552,841,89,3,418.16,1254.48
2553,842,15,2,467.63,935.26
2554,842,72,3,78.09,234.27
2555,843,15,1,467.63,467.63
2556,843,45,2,245.61,491.22
2557,844,143,3,763.61,2290.83
2558,844,125,2,754.25,1508.5
2559,844,61,1,320.46,320.46
2560,844,56,3,486.53,1459.59
2561,844,34,1,985.46,985.46
2562,845,139,3,472.71,1418.13
2563,845,118,1,659.49,659.49
2564,846,5,1,163.91,163.91
2565,846,117,2,699.38,1398.76
2566,846,42,2,344.69,689.38
2567,846,75,1,671.17,671.17
2568,846,96,1,645.06,645.06
2569,847,106,3,302.69,908.07
2570,847,140,4,907.85,3631.4
2571,847,27,4,885.93,3543.72
2572,847,127,3,445.46,1336.38
2573,848,106,1,302.69,302.69
2574,848,47,3,250.56,751.68
2575,848,13,4,361.71,1446.84
2576,849,139,2,472.71,945.42
2577,849,138,4,342.76,1371.04
2578,849,40,4,318.59,1274.36
2579,850,87,5,782.31,3911.55
2580,850,17,2,823.57,1647.14
2581,851,82,5,708.6,3543.0
2582,851,11,5,296.48,1482.4
2583,852,99,4,440.21,1760.84
2584,852,137,3,227.22,681.66
2585,852,66,5,49.33,246.65
2586,853,64,4,77.27,309.08
2587,853,64,2,77.27,154.54
2588,854,147,1,254.8,254.8
2589,854,48,1,105.95,105.95
2590,854,34,1,985.46,985.46
2591,854,23,1,758.21,758.21
2592,855,136,4,737.28,2949.12
2593,856,11,2,296.48,592.96
2594,856,89,5,418.16,2090.8
2595,856,107,5,940.95,4704.75
2596,856,13,1,361.71,361.71
2597,856,117,1,699.38,699.38
2598,857,75,1,671.17,671.17
2599,857,58,5,428.77,2143.85
2600,857,39,3,219.67,659.01
2601,857,27,5,885.93,4429.65
2602,858,65,3,942.17,2826.51
2603,858,46,5,140.98,704.9
2604,858,82,1,708.6,708.6
2605,858,127,1,445.46,445.46
2606,858,45,2,245.61,491.22
2607,859,127,4,445.46,1781.84
2608,859,66,2,49.33,98.66
2609,860,143,4,763.61,3054.44
2610,860,47,2,250.56,501.12
2611,861,93,3,919.26,2757.78
2612,862,37,1,134.49,134.49
2613,862,97,2,939.83,1879.66
2614,863,83,3,945.59,2836.77
2615,863,98,2,962.9,1925.8
2616,863,50,1,408.59,408.59
2617,863,139,2,472.71,945.42
2618,864,75,3,671.17,2013.51
2619,864,78,4,720.43,2881.72
2620,865,79,5,493.64,2468.2
2621,866,128,5,342.48,1712.4
2622,866,149,3,948.27,2844.81
2623,866,4,3,807.75,2423.25
2624,866,119,1,430.88,430.88
2625,866,43,1,228.01,228.01
2626,867,97,5,939.83,4699.15
2627,867,90,1,931.5,931.5
2628,867,81,2,979.99,1959.98
2629,868,128,3,342.48,1027.44
2630,868,47,4,250.56,1002.24
2631,868,110,2,329.02,658.04
2632,868,41,5,522.39,2611.95
2633,869,107,2,940.95,1881.9
2634,869,69,2,674.96,1349.92
2635,869,116,4,420.29,1681.16
2636,870,82,2,708.6,1417.2
2637,870,41,3,522.39,1567.17
2638,870,146,2,957.7,1915.4
2639,870,5,4,163.91,655.64
2640,871,103,3,436.97,1310.91
2641,872,22,2,227.12,454.24
2642,872,35,1,248.45,248.45
2643,872,95,5,865.7,4328.5
2644,872,41,2,522.39,1044.78
2645,872,74,1,984.0,984.0
2646,873,83,4,945.59,3782.36
2647,874,11,2,296.48,592.96
2648,874,82,3,708.6,2125.8
2649,875,103,2,436.97,873.94
2650,875,112,2,93.94,187.88
2651,875,119,2,430.88,861.76
2652,875,105,2,316.18,632.36
2653,875,76,2,879.34,1758.68
2654,876,111,4,795.79,3183.16
2655,877,86,3,364.22,1092.66
2656,878,132,1,772.09,772.09
2657,878,142,3,267.54,802.62
2658,878,25,2,390.91,781.82
2659,878,53,1,862.73,862.73
2660,878,58,5,428.77,2143.85
2661,879,12,3,458.87,1376.61
2662,880,137,2,227.22,454.44
2663,880,41,1,522.39,522.39
2664,880,22,2,227.12,454.24
2665,880,39,1,219.67,219.67
2666,880,45,1,245.61,245.61
2667,881,76,5,879.34,4396.7
2668,881,29,3,724.86,2174.58
2669,881,138,2,342.76,685.52
2670,882,140,4,907.85,3631.4
2671,882,138,4,342.76,1371.04
2672,882,103,3,436.97,1310.91
2673,882,3,1,228.23,228.23
2674,883,29,5,724.86,3624.3
2675,883,84,3,836.24,2508.72
2676,883,143,5,763.61,3818.05
2677,883,15,4,467.63,1870.52
2678,883,80,3,283.9,851.7
2679,884,1,1,102.75,102.75
2680,884,100,2,124.48,248.96
2681,885,129,4,159.31,637.24
2682,885,114,5,317.31,1586.55
2683,885,123,2,722.07,1444.14
2684,885,81,5,979.99,4899.95
2685,885,84,4,836.24,3344.96
2686,886,73,4,443.79,1775.16
2687,886,80,1,283.9,283.9
2688,886,112,2,93.94,187.88
2689,886,56,3,486.53,1459.59
2690,887,29,5,724.86,3624.3
2691,887,37,4,134.49,537.96
2692,888,46,1,140.98,140.98
2693,888,50,2,408.59,817.18
2694,889,79,1,493.64,493.64
2695,890,73,2,443.79,887.58
2696,891,65,5,942.17,4710.85
2697,891,56,1,486.53,486.53
2698,891,73,4,443.79,1775.16
2699,891,131,5,471.26,2356.3
2700,891,29,1,724.86,724.86
2701,892,115,2,55.74,111.48
2702,892,105,5,316.18,1580.9
2703,892,72,5,78.09,390.45
2704,892,135,1,892.72,892.72
2705,893,132,2,772.09,1544.18
2706,893,29,5,724.86,3624.3
2707,894,15,2,467.63,935.26
2708,895,109,4,294.03,1176.12
2709,895,6,2,101.81,203.62
2710,895,1,1,102.75,102.75
2711,895,2,3,565.62,1696.86
2712,896,42,5,344.69,1723.45
2713,896,87,2,782.31,1564.62
2714,897,102,2,808.44,1616.88
2715,897,25,1,390.91,390.91
2716,897,83,1,945.59,945.59
2717,897,84,2,836.24,1672.48
2718,897,70,2,463.69,927.38
2719,898,61,5,320.46,1602.3
2720,898,1,3,102.75,308.25
2721,898,142,2,267.54,535.08
2722,898,107,5,940.95,4704.75
2723,898,44,5,76.72,383.6
2724,899,16,1,687.76,687.76
2725,899,116,4,420.29,1681.16
2726,899,137,4,227.22,908.88
2727,899,42,4,344.69,1378.76
2728,899,112,2,93.94,187.88
2729,900,46,5,140.98,704.9
2730,900,53,5,862.73,4313.65
2731,901,99,2,440.21,880.42
2732,901,55,4,756.02,3024.08
2733,901,105,1,316.18,316.18
2734,901,130,3,221.8,665.4
2735,901,30,5,186.86,934.3
2736,902,46,4,140.98,563.92
2737,902,117,1,699.38,699.38
2738,902,64,4,77.27,309.08
2739,902,142,3,267.54,802.62
2740,903,1,1,102.75,102.75
2741,904,40,5,318.59,1592.95
2742,904,41,2,522.39,1044.78
2743,905,40,1,318.59,318.59
2744,905,139,5,472.71,2363.55
2745,906,90,2,931.5,1863.0
2746,906,119,5,430.88,2154.4
2747,907,136,4,737.28,2949.12
2748,908,6,4,101.81,407.24
2749,908,124,4,898.23,3592.92
2750,908,99,1,440.21,440.21
2751,909,109,3,294.03,882.09
2752,910,43,1,228.01,228.01
2753,910,138,5,342.76,1713.8
2754,910,26,3,971.36,2914.08
2755,910,64,1,77.27,77.27
2756,910,33,4,330.9,1323.6
2757,911,114,4,317.31,1269.24
2758,911,30,4,186.86,747.44
2759,911,129,1,159.31,159.31
2760,911,91,5,167.6,838.0
2761,911,108,5,573.4,2867.0
2762,912,64,5,77.27,386.35
2763,912,77,3,557.68,1673.04
2764,912,128,2,342.48,684.96
2765,912,5,2,163.91,327.82
2766,912,101,4,53.93,215.72
2767,913,103,5,436.97,2184.85
2768,913,99,2,440.21,880.42
2769,913,91,5,167.6,838.0
2770,914,36,3,491.12,1473.36
2771,915,53,3,862.73,2588.19
2772,915,130,5,221.8,1109.0
2773,915,145,2,999.9,1999.8
2774,915,88,3,930.57,2791.71
2775,916,70,4,463.69,1854.76
2776,916,3,4,228.23,912.92
2777,917,35,5,248.45,1242.25
2778,917,6,4,101.81,407.24
2779,917,69,4,674.96,2699.84
2780,918,106,4,302.69,1210.76
2781,918,78,1,720.43,720.43
2782,919,147,5,254.8,1274.0
2783,919,102,4,808.44,3233.76
2784,919,6,5,101.81,509.05
2785,919,1,5,102.75,513.75
2786,920,118,3,659.49,1978.47
2787,920,128,3,342.48,1027.44
2788,920,144,3,836.55,2509.65
2789,920,147,3,254.8,764.4
2790,920,104,3,320.77,962.31
2791,921,131,2,471.26,942.52
2792,922,130,3,221.8,665.4
2793,922,29,4,724.86,2899.44
2794,922,119,2,430.88,861.76
2795,922,74,4,984.0,3936.0
2796,922,133,3,881.84,2645.52
2797,923,103,5,436.97,2184.85
2798,923,138,5,342.76,1713.8
2799,924,98,3,962.9,2888.7
2800,925,137,1,227.22,227.22
2801,925,68,3,719.02,2157.06
2802,925,81,1,979.99,979.99
2803,925,43,5,228.01,1140.05
2804,925,101,1,53.93,53.93
2805,926,44,1,76.72,76.72
2806,926,9,2,300.24,600.48
2807,926,103,2,436.97,873.94
2808,927,11,4,296.48,1185.92
2809,927,103,3,436.97,1310.91
2810,927,142,5,267.54,1337.7
2811,927,16,1,687.76,687.76
2812,928,46,3,140.98,422.94
2813,928,137,3,227.22,681.66
2814,928,92,5,48.33,241.65
2815,928,27,2,885.93,1771.86
2816,928,1,5,102.75,513.75
2817,929,147,5,254.8,1274.0
2818,929,49,1,472.34,472.34
2819,929,85,4,136.16,544.64
2820,929,79,5,493.64,2468.2
2821,929,142,2,267.54,535.08
2822,930,122,3,324.11,972.33
2823,930,28,5,300.56,1502.8
2824,930,89,4,418.16,1672.64
2825,930,61,1,320.46,320.46
2826,930,39,4,219.67,878.68
2827,931,4,1,807.75,807.75
2828,931,1,2,102.75,205.5
2829,931,12,3,458.87,1376.61
2830,932,104,1,320.77,320.77
2831,932,92,2,48.33,96.66
2832,932,5,3,163.91,491.73
2833,932,100,3,124.48,373.44
2834,933,143,3,763.61,2290.83
2835,934,50,4,408.59,1634.36
2836,934,139,3,472.71,1418.13
2837,934,111,4,795.79,3183.16
2838,934,146,1,957.7,957.7
2839,934,129,4,159.31,637.24
2840,935,31,5,206.91,1034.55
2841,936,42,4,344.69,1378.76
2842,936,9,1,300.24,300.24
2843,936,29,2,724.86,1449.72
2844,936,110,3,329.02,987.06
2845,937,13,2,361.71,723.42
2846,938,76,3,879.34,2638.02
2847,938,65,2,942.17,1884.34
2848,938,12,4,458.87,1835.48
2849,939,71,3,221.01,663.03
2850,939,109,5,294.03,1470.15
2851,939,103,3,436.97,1310.91
2852,939,43,3,228.01,684.03
2853,940,97,2,939.83,1879.66
2854,941,30,3,186.86,560.58
2855,941,89,5,418.16,2090.8
2856,942,112,4,93.94,375.76
2857,942,36,3,491.12,1473.36
2858,942,109,2,294.03,588.06
2859,942,48,2,105.95,211.9
2860,942,32,5,953.95,4769.75
2861,943,85,2,136.16,272.32
2862,944,76,4,879.34,3517.36
2863,944,8,3,133.57,400.71
2864,945,79,4,493.64,1974.56
2865,945,100,3,124.48,373.44
2866,945,139,3,472.71,1418.13
2867,945,84,3,836.24,2508.72
2868,946,58,5,428.77,2143.85
2869,946,112,3,93.94,281.82
2870,946,44,1,76.72,76.72
2871,946,60,5,67.89,339.45
2872,946,58,3,428.77,1286.31
2873,947,126,1,779.89,779.89
2874,948,74,3,984.0,2952.0
2875,948,90,2,931.5,1863.0
2876,949,43,5,228.01,1140.05
2877,950,1,2,102.75,205.5
2878,951,33,2,330.9,661.8
2879,951,24,1,168.37,168.37
2880,951,121,2,803.39,1606.78
2881,951,37,4,134.49,537.96
2882,952,41,4,522.39,2089.56
2883,952,70,5,463.69,2318.45
2884,952,140,2,907.85,1815.7
2885,952,89,5,418.16,2090.8
2886,953,83,5,945.59,4727.95
2887,953,84,2,836.24,1672.48
2888,953,47,5,250.56,1252.8
2889,954,44,3,76.72,230.16
2890,954,36,3,491.12,1473.36
2891,954,26,4,971.36,3885.44
2892,955,129,3,159.31,477.93
2893,956,95,5,865.7,4328.5
2894,956,22,4,227.12,908.48
2895,956,18,1,75.52,75.52
2896,956,87,1,782.31,782.31
2897,957,13,3,361.71,1085.13
2898,957,79,5,493.64,2468.2
2899,957,24,3,168.37,505.11
2900,957,115,4,55.74,222.96
2901,957,79,3,493.64,1480.92
2902,958,59,3,721.21,2163.63
2903,958,55,3,756.02,2268.06
2904,958,37,3,134.49,403.47
2905,958,113,5,102.44,512.2
2906,959,29,4,724.86,2899.44
2907,959,31,3,206.91,620.73
2908,959,149,3,948.27,2844.81
2909,960,118,2,659.49,1318.98
2910,960,67,3,527.54,1582.62
2911,960,53,1,862.73,862.73
2912,960,86,2,364.22,728.44
2913,960,126,5,779.89,3899.45
2914,961,8,2,133.57,267.14
2915,961,50,1,408.59,408.59
2916,961,136,2,737.28,1474.56
2917,961,108,1,573.4,573.4
2918,961,18,2,75.52,151.04
2919,962,134,5,943.3,4716.5
2920,962,47,4,250.56,1002.24
2921,963,132,4,772.09,3088.36
2922,964,137,2,227.22,454.44
2923,964,143,1,763.61,763.61
2924,964,91,2,167.6,335.2
2925,964,123,5,722.07,3610.35
2926,964,122,2,324.11,648.22
2927,965,74,5,984.0,4920.0
2928,966,48,3,105.95,317.85
2929,966,17,3,823.57,2470.71
2930,966,47,1,250.56,250.56
2931,966,114,3,317.31,951.93
2932,967,84,2,836.24,1672.48
2933,967,84,2,836.24,1672.48
2934,967,124,5,898.23,4491.15
2935,967,13,1,361.71,361.71
2936,968,145,1,999.9,999.9
2937,968,92,4,48.33,193.32
2938,968,123,2,722.07,1444.14
2939,968,75,3,671.17,2013.51
2940,968,98,4,962.9,3851.6
2941,969,123,4,722.07,2888.28
2942,970,42,5,344.69,1723.45
2943,970,102,5,808.44,4042.2
2944,970,17,3,823.57,2470.71
2945,970,58,2,428.77,857.54
2946,971,35,5,248.45,1242.25
2947,971,148,3,246.15,738.45
2948,971,97,4,939.83,3759.32
2949,971,68,3,719.02,2157.06
2950,972,148,5,246.15,1230.75
2951,973,10,1,200.36,200.36
2952,974,137,5,227.22,1136.1
2953,975,88,4,930.57,3722.28
2954,975,59,5,721.21,3606.05
2955,975,5,5,163.91,819.55
2956,975,60,3,67.89,203.67
2957,975,42,1,344.69,344.69
2958,976,139,5,472.71,2363.55
2959,977,134,3,943.3,2829.9
2960,977,74,2,984.0,1968.0
2961,977,76,4,879.34,3517.36
2962,977,71,5,221.01,1105.05
2963,978,77,5,557.68,2788.4
2964,978,118,5,659.49,3297.45
2965,978,95,4,865.7,3462.8
2966,978,44,5,76.72,383.6
2967,978,95,4,865.7,3462.8
2968,979,147,3,254.8,764.4
2969,979,134,2,943.3,1886.6
2970,979,133,1,881.84,881.84
2971,980,14,2,638.62,1277.24
2972,980,37,1,134.49,134.49
2973,980,113,5,102.44,512.2
2974,980,119,5,430.88,2154.4
2975,980,19,2,658.87,1317.74
2976,981,136,5,737.28,3686.4
2977,981,49,5,472.34,2361.7
2978,981,116,1,420.29,420.29
2979,982,4,3,807.75,2423.25
2980,982,149,5,948.27,4741.35
2981,982,77,3,557.68,1673.04
2982,982,85,1,136.16,136.16
2983,983,53,4,862.73,3450.92
2984,983,128,2,342.48,684.96
2985,983,134,4,943.3,3773.2
2986,984,27,1,885.93,885.93
2987,984,47,2,250.56,501.12
2988,984,8,2,133.57,267.14
2989,984,136,5,737.28,3686.4
2990,984,88,4,930.57,3722.28
2991,985,30,1,186.86,186.86
2992,985,148,2,246.15,492.3
2993,985,126,5,779.89,3899.45
2994,985,21,3,749.53,2248.59
2995,985,87,5,782.31,3911.55
2996,986,6,5,101.81,509.05
2997,987,43,1,228.01,228.01
2998,987,114,4,317.31,1269.24
2999,987,148,1,246.15,246.15
3000,987,95,3,865.7,2597.1
3001,987,38,5,272.4,1362.0
3002,988,109,5,294.03,1470.15
3003,988,54,2,999.28,1998.56
3004,988,96,1,645.06,645.06
3005,988,81,5,979.99,4899.95
3006,989,6,4,101.81,407.24
3007,989,4,3,807.75,2423.25
3008,989,50,2,408.59,817.18
3009,989,102,1,808.44,808.44
3010,989,32,1,953.95,953.95
3011,990,62,5,920.18,4600.9
3012,990,21,1,749.53,749.53
3013,990,64,5,77.27,386.35
3014,990,33,5,330.9,1654.5
3015,990,122,3,324.11,972.33
3016,991,81,3,979.99,2939.97
3017,991,32,2,953.95,1907.9
3018,992,11,5,296.48,1482.4
3019,992,16,5,687.76,3438.8
3020,992,84,5,836.24,4181.2
3021,992,26,5,971.36,4856.8
3022,993,11,3,296.48,889.44
3023,994,16,2,687.76,1375.52
3024,994,77,2,557.68,1115.36
3025,994,119,2,430.88,861.76
3026,995,18,3,75.52,226.56
3027,995,136,4,737.28,2949.12
3028,995,53,4,862.73,3450.92
3029,995,103,2,436.97,873.94
3030,996,21,2,749.53,1499.06
3031,996,90,5,931.5,4657.5
3032,996,103,5,436.97,2184.85
3033,996,63,2,512.74,1025.48
3034,997,62,5,920.18,4600.9
3035,997,16,1,687.76,687.76
3036,997,86,5,364.22,1821.1
3037,998,111,1,795.79,795.79
3038,998,94,3,33.42,100.26
3039,998,116,2,420.29,840.58
3040,999,86,4,364.22,1456.88
3041,1000,62,5,920.18,4600.9
3042,1000,125,5,754.25,3771.25
3043,1000,48,3,105.95,317.85
3044,1000,89,1,418.16,418.16
3045,1001,98,3,962.9,2888.7
3046,1002,101,5,53.93,269.65
3047,1002,11,2,296.48,592.96
3048,1003,62,4,920.18,3680.72
3049,1003,125,2,754.25,1508.5
3050,1003,117,1,699.38,699.38
3051,1003,41,5,522.39,2611.95
3052,1003,108,4,573.4,2293.6
3053,1004,2,3,565.62,1696.86
3054,1004,64,3,77.27,231.81
3055,1004,46,5,140.98,704.9
3056,1004,22,4,227.12,908.48
3057,1005,66,1,49.33,49.33
3058,1005,106,1,302.69,302.69
3059,1005,9,1,300.24,300.24
3060,1006,119,3,430.88,1292.64
3061,1006,53,3,862.73,2588.19
3062,1006,138,3,342.76,1028.28
3063,1006,105,3,316.18,948.54
3064,1006,11,3,296.48,889.44
3065,1007,10,2,200.36,400.72
3066,1008,140,1,907.85,907.85
3067,1008,35,4,248.45,993.8
3068,1008,55,1,756.02,756.02
3069,1008,68,2,719.02,1438.04
3070,1008,125,4,754.25,3017.0
3071,1009,109,2,294.03,588.06
3072,1009,131,1,471.26,471.26
3073,1010,67,3,527.54,1582.62
3074,1010,117,1,699.38,699.38
3075,1010,136,5,737.28,3686.4
3076,1011,82,2,708.6,1417.2
3077,1011,6,5,101.81,509.05
3078,1012,148,1,246.15,246.15
3079,1012,108,4,573.4,2293.6
3080,1012,103,3,436.97,1310.91
3081,1012,1,5,102.75,513.75
3082,1013,45,5,245.61,1228.05
3083,1013,138,3,342.76,1028.28
3084,1014,131,4,471.26,1885.04
3085,1014,70,3,463.69,1391.07
3086,1014,90,1,931.5,931.5
3087,1014,61,3,320.46,961.38
3088,1014,138,4,342.76,1371.04
3089,1015,126,1,779.89,779.89
3090,1015,117,3,699.38,2098.14
3091,1016,6,4,101.81,407.24
3092,1016,142,5,267.54,1337.7
3093,1017,28,4,300.56,1202.24
3094,1018,9,2,300.24,600.48
3095,1018,79,2,493.64,987.28
3096,1018,129,5,159.31,796.55
3097,1019,130,4,221.8,887.2
3098,1020,141,4,646.31,2585.24
3099,1020,114,3,317.31,951.93
3100,1021,57,2,385.17,770.34
